Club,Name,Club_Position,Club_Joining,Contract_Expiry,Nationality,National_Position,Rating,Height,Weight,Preferred_Foot,Birth_Date,Age,Preferred_Position,Weak_foot
AC Ajaccio,Jules Goda,Sub,7/4/2016,2018.0,Cameroon,Sub,62,190 cm,88 kg,Right,5/30/1989,27,GK,3
AC Ajaccio,Kassim Abdallah,RCB,8/31/2016,2017.0,Comoros,,69,186 cm,80 kg,Right,4/9/1987,29,CB/RB,2
AC Ajaccio,Laurent Abergel,RDM,7/31/2015,2017.0,France,,65,170 cm,65 kg,Right,2/1/1993,24,CDM/RB,3
AC Ajaccio,Manuel Cabit,Res,1/1/2016,2018.0,France,,54,180 cm,75 kg,Left,6/3/1993,23,LB,3
AC Ajaccio,Marvin Diop,Sub,4/2/2015,2017.0,France,,64,181 cm,72 kg,Right,8/8/1992,24,RM/ST,3
AC Ajaccio,Marvin Gakpa,RM,10/30/2014,2017.0,France,,59,182 cm,66 kg,Right,11/1/1993,23,CF/LM,2
AC Ajaccio,Mohamed Mady Camara,Sub,1/13/2017,2020.0,Guinea,,53,180 cm,75 kg,Right,2/28/1997,20,RB,2
AC Ajaccio,Mouaad Madri,Sub,6/21/2014,2017.0,France,,64,177 cm,65 kg,Right,4/9/1990,26,RM/ST,3
AC Ajaccio,Moussa Maâzou,ST,7/29/2016,2017.0,Niger,,73,186 cm,79 kg,Right,8/25/1988,28,ST/RW,2
AC Ajaccio,Nicolas Borodine,Res,10/16/2015,2020.0,France,,51,178 cm,70 kg,Right,4/5/1994,22,CM/CB,3
AC Ajaccio,Pape Abou Cissé,LCB,2/5/2015,2017.0,Senegal,,65,197 cm,93 kg,Right,9/14/1995,21,CB,2
AC Ajaccio,Paul Babiloni,Sub,7/1/2014,2017.0,France,,63,180 cm,65 kg,Right,1/16/1990,27,LB/RB,3
AC Ajaccio,Rayan Frikèche,Sub,6/23/2015,2017.0,Morocco,,66,184 cm,78 kg,Right,10/9/1991,25,CDM/CAM,3
AC Ajaccio,Riad Nouri,LM,6/27/2015,2017.0,France,,69,178 cm,73 kg,Right,6/7/1985,31,RM/CM,3
AC Ajaccio,Riffi Mandanda,GK,7/9/2015,2018.0,DR Congo,,66,185 cm,85 kg,Right,10/11/1992,24,GK,2
AC Ajaccio,Yann Boé-Kane,LDM,7/18/2016,2018.0,France,,66,185 cm,76 kg,Right,4/5/1991,25,CDM/CM,2
AC Horsens,André Bjerregaard,RS,7/1/2011,2018.0,Denmark,,64,188 cm,80 kg,Right,9/3/1991,25,ST,2
AC Horsens,Bubacarr Sanneh,LCB,4/22/2015,2017.0,Gambia,,67,183 cm,75 kg,Right,11/14/1994,22,CB,3
AC Horsens,Conor O'Brien,LCM,8/31/2015,2017.0,United States,,64,178 cm,69 kg,Right,10/20/1988,28,CM/CDM,5
AC Horsens,Delphin Tshiembe,RCM,1/28/2016,2018.0,DR Congo,,57,188 cm,85 kg,Right,7/17/1991,25,CM,3
AC Horsens,Elfar Freyr Helgason,Sub,1/6/2017,2017.0,Iceland,,61,190 cm,81 kg,Right,7/27/1989,27,CB,3
AC Horsens,Frederik Møller,LB,8/7/2015,2017.0,Denmark,,62,180 cm,75 kg,Left,7/8/1993,23,LB/CB,3
AC Horsens,Hallur Hansson,LM,6/20/2016,2019.0,Faroe Islands,,66,182 cm,77 kg,Right,7/8/1992,24,LM/CM,3
AC Horsens,Jeppe Mehl,Sub,7/1/2011,2018.0,Denmark,,64,185 cm,75 kg,Right,9/21/1986,30,LM/RM,3
AC Horsens,Jonas Gemmer,Sub,9/1/2013,2019.0,Denmark,,57,183 cm,76 kg,Right,1/31/1996,21,CM/CDM,3
AC Horsens,Joseph Mensah,Sub,8/1/2014,2018.0,Ghana,,61,169 cm,68 kg,Left,9/29/1994,22,LM,3
AC Horsens,Kim Aabech,LS,7/1/2016,2017.0,Denmark,,67,188 cm,80 kg,Left,5/31/1983,33,CAM/ST,3
AC Horsens,Kjartan Finnbogason,Sub,9/1/2014,2018.0,Iceland,,65,188 cm,83 kg,Right,7/9/1986,30,ST,2
AC Horsens,Lasse Kryger,RM,1/13/2016,2017.0,Denmark,,62,188 cm,75 kg,Right,11/3/1982,34,RM,3
AC Horsens,Mads Bech,Sub,7/1/2015,2019.0,Denmark,,53,185 cm,73 kg,Left,1/7/1999,18,LB,3
AC Horsens,Marcus Bobjerg,Sub,7/1/2015,2018.0,Denmark,,50,188 cm,76 kg,Left,1/26/1998,19,GK,3
AC Horsens,Martin Albrechtsen,Sub,1/1/2017,2017.0,Denmark,,66,188 cm,90 kg,Right,3/31/1980,36,CB,4
AC Horsens,Martin Holm,Sub,8/13/2016,2020.0,Denmark,,50,177 cm,72 kg,Right,5/27/1998,18,RB,3
AC Horsens,Mathias Nielsen,RCB,7/18/2014,2019.0,Denmark,,63,187 cm,80 kg,Right,3/2/1991,26,CDM/CB,5
AC Horsens,Mikkel Jespersen,Sub,7/1/2015,2017.0,Denmark,,56,184 cm,71 kg,Right,6/11/1991,25,LB/CM,3
AC Horsens,Mikkel Qvist,Sub,1/1/2017,2017.0,Denmark,,53,203 cm,80 kg,Left,4/22/1993,23,LB,3
AC Horsens,Nicklas Dannevang,Res,7/1/2015,2017.0,Denmark,,59,195 cm,78 kg,Right,9/11/1990,26,GK,3
AC Horsens,Nicolai Dohn,Res,11/18/2016,2020.0,Denmark,,50,180 cm,70 kg,Right,8/18/1998,18,CM/RB,3
AC Horsens,Peter Nymann,RB,1/16/2016,2018.0,Denmark,,64,179 cm,75 kg,Right,8/22/1982,34,RB/RM,3
AC Horsens,Steve Clark,GK,1/17/2017,2017.0,United States,,71,188 cm,87 kg,Right,4/14/1986,30,GK,3
AC Horsens,Thomas Kortegaard,Sub,6/1/2008,2018.0,Denmark,,64,178 cm,74 kg,Left,7/2/1984,32,RM/LB,5
AD Alcorcón,Alvaro Rodríguez,Res,7/1/2016,2017.0,Spain,,59,174 cm,67 kg,Right,7/22/1994,22,RB,3
AD Alcorcón,Arribas,Sub,7/1/2016,2018.0,Spain,,62,178 cm,68 kg,Right,10/28/1998,18,ST,3
AD Alcorcón,Bellvis,LB,8/5/2014,2018.0,Spain,,70,170 cm,65 kg,Left,4/24/1985,31,LB/RB,2
AD Alcorcón,Dani Jiménez,Sub,7/3/2015,2017.0,Spain,,67,179 cm,72 kg,Right,3/5/1990,27,GK,3
AD Alcorcón,Dani Toribio,RDM,7/1/2015,2019.0,Spain,,69,172 cm,71 kg,Left,10/5/1988,28,CDM/LM,3
AD Alcorcón,David Navarro,LCB,7/26/2016,2017.0,Spain,,72,188 cm,82 kg,Right,5/25/1980,36,CB,3
AD Alcorcón,David Rodríguez,ST,7/18/2014,2017.0,Spain,,73,178 cm,75 kg,Right,2/14/1986,31,ST/CF,3
AD Alcorcón,Elgezabal,RCB,7/4/2016,2018.0,Spain,,70,185 cm,74 kg,Right,4/25/1993,23,CB,3
AD Alcorcón,Federico Vega,RB,8/17/2015,2017.0,Argentina,,71,176 cm,67 kg,Right,2/4/1993,24,RB,2
AD Alcorcón,Foued Kadir,Sub,1/5/2017,2018.0,Algeria,,68,180 cm,70 kg,Right,12/5/1983,33,RM/LM,3
AD Alcorcón,Iván Alejo,Sub,7/19/2016,2018.0,Spain,,68,184 cm,76 kg,Right,2/10/1995,22,RM/LM,3
AD Alcorcón,Jacobo,Sub,7/1/2016,2017.0,Spain,,61,180 cm,72 kg,Right,11/28/1996,20,ST,3
AD Alcorcón,Jorge Cuenca,Res,7/1/2016,2018.0,Spain,,61,180 cm,68 kg,Right,11/17/1999,17,CB,3
AD Alcorcón,Jorge Rico,Res,7/1/2015,2017.0,Spain,,57,180 cm,75 kg,Right,8/30/1996,20,CM,3
AD Alcorcón,Lucien Owona,Sub,1/17/2017,2019.0,Cameroon,,69,189 cm,89 kg,Right,8/8/1990,26,CB/RB,3
AD Alcorcón,Marko Bakić,Sub,7/27/2016,2021.0,Montenegro,,67,185 cm,73 kg,Right,11/1/1993,23,CM/RM,3
AD Alcorcón,Marko Dmitrović,GK,7/7/2016,2019.0,Serbia,,72,190 cm,81 kg,Left,1/24/1992,25,GK,2
AD Alcorcón,Martín Luque,LM,6/30/2015,2017.0,Argentina,,68,176 cm,65 kg,Left,3/1/1993,24,LM/LW,3
AD Alcorcón,Nélson,Sub,8/3/2015,2017.0,Portugal,,68,171 cm,68 kg,Right,6/10/1983,33,RB/LB,3
AD Alcorcón,Pablo Pérez,CAM,8/1/2014,2020.0,Spain,,70,187 cm,71 kg,Right,8/2/1993,23,CAM/RM,3
AD Alcorcón,Rafael Páez,Sub,8/12/2015,2018.0,Spain,,69,192 cm,80 kg,Right,9/10/1994,22,CB,3
AD Alcorcón,Ricky Alonso,Res,7/23/2015,2017.0,Spain,,60,186 cm,79 kg,Right,1/23/1992,25,GK,2
AD Alcorcón,Răzvan Iulian Ochiroşii,Sub,7/1/2015,2017.0,Romania,,66,176 cm,73 kg,Left,3/13/1990,27,LM/LB,2
AD Alcorcón,Stéphane,Res,1/20/2016,2017.0,Spain,,61,185 cm,78 kg,Right,4/18/1995,21,CB,3
AD Alcorcón,Tropi,Sub,7/1/2014,2018.0,Spain,,66,177 cm,69 kg,Right,5/12/1995,21,CDM/LM,3
AD Alcorcón,Víctor Pérez,LDM,7/1/2011,2017.0,Spain,,68,178 cm,69 kg,Right,1/1/1988,29,CDM/CAM,4
AD Alcorcón,Álvaro,Sub,7/1/2016,2017.0,Spain,,67,182 cm,80 kg,Left,5/19/1991,25,RM/LM/CAM,3
AD Alcorcón,Óscar Plano,RM,7/30/2014,2017.0,Spain,,72,180 cm,72 kg,Left,2/11/1991,26,RM/CAM,5
ADO Den Haag,Aaron Meijers,LB,7/1/2012,2018.0,Netherlands,,70,176 cm,77 kg,Left,10/28/1987,29,LB/CM,4
ADO Den Haag,Abdenasser El Khayati,Sub,2/1/2016,2018.0,Netherlands,,66,185 cm,69 kg,Right,2/7/1989,28,CAM/LW,4
ADO Den Haag,Abel Tamata,Sub,2/1/2017,2017.0,DR Congo,,67,184 cm,77 kg,Right,12/5/1990,26,LB,4
ADO Den Haag,Aschraf El Mahdioui,Sub,7/1/2016,2019.0,Netherlands,,65,183 cm,73 kg,Right,5/24/1996,20,CM,4
ADO Den Haag,Chovanie Amatkarijo,Res,7/5/2016,2019.0,Netherlands,,59,175 cm,64 kg,Left,5/20/1999,17,LW,3
ADO Den Haag,Danny Bakker,LCM,7/1/2012,2018.0,Netherlands,,68,178 cm,70 kg,Left,1/16/1995,22,CM/CDM,3
ADO Den Haag,Dion Malone,RCM,7/1/2012,2017.0,Suriname,,67,185 cm,82 kg,Right,2/13/1989,28,RB/CDM,3
ADO Den Haag,Donny Gorter,CDM,1/30/2017,2017.0,Netherlands,,68,175 cm,70 kg,Left,6/15/1988,28,LB/CM,4
ADO Den Haag,Ernestas Šetkus,Sub,7/21/2016,2018.0,Lithuania,,69,190 cm,82 kg,Right,5/25/1985,31,GK,2
ADO Den Haag,Gervane Kastaneer,Sub,7/1/2013,2017.0,Netherlands,,68,185 cm,80 kg,Right,6/9/1996,20,LW/ST,3
ADO Den Haag,Guyon Fernandez,ST,1/30/2017,2017.0,Curacao,,66,184 cm,76 kg,Right,4/18/1986,30,ST,3
ADO Den Haag,Henk van Schaik,Sub,8/6/2016,2017.0,Netherlands,,61,191 cm,80 kg,Right,1/20/1998,19,CB,2
ADO Den Haag,Hennos Asmelash,Res,1/1/2016,2020.0,Netherlands,,57,178 cm,75 kg,Right,7/1/1999,17,RB,3
ADO Den Haag,Jerdy Schouten,Res,7/1/2016,2017.0,Netherlands,,59,185 cm,70 kg,Right,1/12/1997,20,ST,3
ADO Den Haag,Jurrian Jouvenaar,Res,7/1/2016,2017.0,Netherlands,,58,184 cm,70 kg,Right,9/20/1998,18,GK,1
ADO Den Haag,Kevin Jansen,Res,7/1/2012,2017.0,Netherlands,,68,178 cm,77 kg,Right,4/8/1992,24,CM,3
ADO Den Haag,Mike Havenaar,Sub,8/11/2015,2018.0,Japan,,70,194 cm,81 kg,Left,5/20/1987,29,ST,3
ADO Den Haag,Mohamed Haddachi,Res,7/1/2016,2018.0,Morocco,,60,174 cm,70 kg,Left,4/20/1997,19,LB,2
ADO Den Haag,Randy Wolters,Sub,7/1/2015,2017.0,Netherlands,,65,177 cm,70 kg,Left,4/6/1990,26,LW,3
ADO Den Haag,Robert Zwinkels,GK,12/1/2005,2017.0,Netherlands,,67,186 cm,82 kg,Right,5/4/1983,33,GK,2
ADO Den Haag,Rody de Boer,Sub,7/1/2014,2017.0,Netherlands,,61,188 cm,75 kg,Right,8/22/1997,19,GK,3
ADO Den Haag,Ruben Schaken,RW,7/22/2015,2017.0,Netherlands,,68,172 cm,74 kg,Right,4/3/1982,34,RW,3
ADO Den Haag,Sheraldo Becker,Sub,8/21/2016,2019.0,Netherlands,,67,180 cm,75 kg,Right,2/9/1995,22,RW/LW,3
ADO Den Haag,Thomas Meißner,Sub,7/14/2016,2019.0,Germany,,67,191 cm,82 kg,Right,3/26/1991,26,CB,3
ADO Den Haag,Tom Beugelsdijk,RCB,8/20/2015,2018.0,Netherlands,,68,192 cm,79 kg,Right,8/7/1990,26,CB,3
ADO Den Haag,Tom Trybull,Sub,7/29/2016,2017.0,Germany,,66,181 cm,72 kg,Right,3/9/1993,24,CM/CDM,3
ADO Den Haag,Trevor David,Res,7/1/2016,2018.0,Netherlands,,60,170 cm,70 kg,Right,1/28/1997,20,RB,2
ADO Den Haag,Tyronne Ebuehi,RB,5/28/2014,2018.0,Netherlands,,66,187 cm,72 kg,Right,12/16/1995,21,RB,3
ADO Den Haag,Wilfried Kanon,LCB,9/2/2013,2017.0,Ivory Coast,LB,68,188 cm,85 kg,Left,7/6/1993,23,LB/CB,3
ADO Den Haag,Édouard Duplan,LW,7/1/2015,2018.0,France,,72,180 cm,74 kg,Right,5/13/1983,33,CAM/RW,4
AFC Wimbledon,Alfie Egan,Sub,2/5/2016,2017.0,England,,51,179 cm,68 kg,Right,9/3/1997,19,CAM/CM,3
AFC Wimbledon,Andy Barcham,LM,7/1/2015,2018.0,England,,64,175 cm,75 kg,Right,12/16/1986,30,LM,3
AFC Wimbledon,Barry Fuller,Sub,5/28/2013,2018.0,England,,64,177 cm,75 kg,Right,8/25/1984,32,RB,2
AFC Wimbledon,Chris Robertson,Sub,9/8/2016,2017.0,Scotland,,63,191 cm,74 kg,Right,10/11/1986,30,CB,2
AFC Wimbledon,Chris Whelpdale,Sub,7/1/2016,2017.0,England,,63,184 cm,80 kg,Right,1/27/1987,30,RM/LM,4
AFC Wimbledon,Dan Gallagher,Sub,2/6/2015,2017.0,England,,51,184 cm,77 kg,Right,6/20/1997,19,CM,2
AFC Wimbledon,Dannie Bulman,Sub,6/10/2014,2017.0,England,,60,175 cm,75 kg,Right,1/24/1979,38,CM/CDM,3
AFC Wimbledon,Darius Charles,LCB,7/1/2016,2017.0,England,,65,185 cm,85 kg,Left,12/10/1987,29,CB/LB,3
AFC Wimbledon,David Fitzpatrick,Sub,9/24/2014,2017.0,England,,58,177 cm,77 kg,Right,2/10/1995,22,RM/CM,2
AFC Wimbledon,Dean Parrett,RM,7/1/2016,2018.0,England,,64,178 cm,73 kg,Right,11/16/1991,25,CM/RM,3
AFC Wimbledon,Dominic Poleon,Sub,7/2/2016,2017.0,England,,65,176 cm,82 kg,Right,9/7/1993,23,ST/LM,3
AFC Wimbledon,Egli Kaja,Res,4/17/2015,2017.0,Albania,,54,177 cm,78 kg,Right,7/26/1997,19,CAM/CM,3
AFC Wimbledon,George Francomb,RB,6/26/2013,2017.0,England,,64,181 cm,73 kg,Right,9/8/1991,25,RM/RB,3
AFC Wimbledon,Jake Reeves,RCM,1/7/2015,2017.0,England,,65,170 cm,70 kg,Right,6/30/1993,23,CM,3
AFC Wimbledon,James Shea,GK,7/3/2014,2017.0,England,,63,181 cm,76 kg,Right,6/16/1991,25,GK,2
AFC Wimbledon,Joe McDonnell,Sub,7/3/2014,2017.0,England,,56,178 cm,63 kg,Right,5/19/1994,22,GK,2
AFC Wimbledon,Jon Meades,Sub,6/23/2015,2017.0,Wales,,64,185 cm,83 kg,Right,3/2/1992,25,LB,4
AFC Wimbledon,Lyle Taylor,RS,7/14/2015,2017.0,Montserrat,,67,188 cm,79 kg,Right,3/29/1990,27,ST,3
AFC Wimbledon,Paul Robinson,RCB,8/3/2015,2018.0,England,,65,188 cm,81 kg,Right,1/7/1982,35,CB,3
AFC Wimbledon,Sean Kelly,LB,8/2/2016,2022.0,Scotland,,64,191 cm,76 kg,Left,11/1/1993,23,LB/LM,3
AFC Wimbledon,Seth Owens,Res,8/16/2016,2017.0,England,,54,178 cm,64 kg,Left,12/17/1997,19,LB/CB,3
AFC Wimbledon,Toby Sibbick,Res,8/26/2016,2017.0,England,,49,183 cm,69 kg,Right,5/23/1999,17,CB/RB,3
AFC Wimbledon,Tom Beere,Res,3/1/2013,2017.0,England,,57,181 cm,74 kg,Right,1/27/1995,22,CM/RM,3
AFC Wimbledon,Tom Elliott,LS,7/2/2015,2017.0,England,,65,191 cm,76 kg,Right,11/9/1990,26,ST,3
AFC Wimbledon,Tom Soares,LCM,1/31/2017,2022.0,England,,62,183 cm,72 kg,Right,7/10/1986,30,CM/CB,3
AFC Wimbledon,Toyosi Olusanya,Res,2/5/2016,2017.0,England,,53,176 cm,68 kg,Right,10/14/1997,19,ST/LM,3
AFC Wimbledon,Tyrone Barnett,Sub,8/3/2016,2021.0,England,,63,191 cm,85 kg,Right,10/28/1985,31,ST,3
AFC Wimbledon,Will Nightingale,Sub,5/17/2013,2017.0,England,,58,185 cm,84 kg,Right,8/2/1995,21,CB,2
AIK,Amin Affane,Sub,1/5/2016,2018.0,Sweden,,67,174 cm,74 kg,Left,1/21/1994,23,CAM/CM,4
AIK,Anton Salétros,Sub,8/13/2013,2018.0,Sweden,,65,183 cm,73 kg,Left,4/12/1996,20,CM,3
AIK,Daniel Sundgren,RWB,1/7/2016,2019.0,Sweden,,66,180 cm,70 kg,Right,11/22/1990,26,RWB,3
AIK,Denni Avdić,LS,1/7/2016,2018.0,Sweden,,66,192 cm,80 kg,Right,9/5/1988,28,ST/CM,3
AIK,Eero Markkanen,Sub,1/7/2016,2018.0,Finland,Sub,66,197 cm,97 kg,Left,7/3/1991,25,ST,3
AIK,Haukur Heiðar Hauksson,Sub,1/8/2015,2018.0,Iceland,,66,187 cm,79 kg,Right,9/1/1991,25,RWB,2
AIK,Henok Goitom,RS,3/7/2017,2018.0,Eritrea,,71,189 cm,77 kg,Right,9/22/1984,32,ST,2
AIK,Jesper Nyholm,Sub,1/1/2017,2019.0,Sweden,,58,183 cm,74 kg,Right,9/10/1993,23,CB,3
AIK,Johan Blomberg,Sub,1/8/2014,2017.0,Sweden,,65,177 cm,74 kg,Right,6/14/1987,29,CM/RM,3
AIK,Kristoffer Olsson,LCM,1/31/2017,2020.0,Sweden,,67,179 cm,70 kg,Right,6/30/1995,21,CM,3
AIK,Kyriakos Stamatopoulos,Sub,1/1/2010,2017.0,Canada,Sub,59,188 cm,80 kg,Left,8/28/1979,37,GK,2
AIK,Nils-Eric Johansson,LCB,1/1/2007,2017.0,Sweden,,72,187 cm,88 kg,Left,1/13/1980,37,CB,2
AIK,Oscar Linnér,GK,1/1/2015,2023.0,Sweden,,60,198 cm,82 kg,Right,2/23/1997,20,GK,3
AIK,Per Karlsson,RCB,1/1/2003,2017.0,Sweden,,71,184 cm,81 kg,Right,1/2/1986,31,CB,2
AIK,Rickson Mansiamina,Sub,1/1/2016,2018.0,Sweden,,54,170 cm,75 kg,Right,7/9/1997,19,LM/RM,2
AIK,Sauli Väisänen,CB,7/24/2014,2017.0,Finland,Sub,66,191 cm,79 kg,Right,6/5/1994,22,CB,3
AIK,Simon Thern,RCM,1/1/2015,2018.0,Sweden,,72,180 cm,76 kg,Right,9/18/1992,24,CAM/CM,4
AIK,Stefan Ishizaki,CM,7/15/2015,2017.0,Sweden,,71,180 cm,76 kg,Right,5/15/1982,34,CM/CAM,3
AIK,Stipe Vrdoljak,LWB,3/30/2016,2023.0,Croatia,,61,184 cm,73 kg,Left,8/2/1993,23,LWB/LM,2
AIK,Sulejman Krpić,Sub,3/3/2017,2019.0,Bosnia Herzegovina,,62,187 cm,90 kg,Right,1/1/1991,26,ST,3
AJ Auxerre,Abdoulaye Sissako,Res,1/1/2016,2020.0,France,,60,185 cm,77 kg,Right,5/26/1998,18,CM,3
AJ Auxerre,Adama Ba,LW,8/26/2015,2022.0,Mauritania,,67,179 cm,73 kg,Right,8/27/1993,23,RM/CAM,3
AJ Auxerre,Alexandre Vincent,Sub,1/23/2014,2018.0,France,,65,173 cm,70 kg,Right,4/25/1994,22,LM/RM,2
AJ Auxerre,Baba Traoré,Sub,6/9/2016,2017.0,France,,61,177 cm,69 kg,Right,6/23/1993,23,CB/LB,3
AJ Auxerre,Bilali Doucouré,Res,10/2/2015,2020.0,France,,55,192 cm,76 kg,Right,2/11/1997,20,GK,2
AJ Auxerre,Birama Touré,Sub,7/1/2016,2020.0,Mali,,71,182 cm,76 kg,Right,6/6/1992,24,CDM/CM,3
AJ Auxerre,Brahim Konaté,Sub,9/11/2015,2018.0,France,,60,180 cm,66 kg,Right,3/20/1996,21,CM,3
AJ Auxerre,Florian Ayé,Sub,2/3/2015,2018.0,France,,64,184 cm,70 kg,Right,1/19/1997,20,ST/RW,3
AJ Auxerre,François-Xavier Fumu Tamuzo,RW,5/6/2014,2018.0,France,,62,180 cm,73 kg,Right,4/3/1995,21,RW/RM,2
AJ Auxerre,Gaëtan Courtet,ST,6/25/2015,2018.0,France,,71,180 cm,72 kg,Right,2/22/1989,28,ST/RM,3
AJ Auxerre,Giorgi Jobava,Sub,7/1/2014,2017.0,Georgia,,58,172 cm,68 kg,Right,4/1/1996,20,RW,3
AJ Auxerre,Ibrahim Sangaré,Res,2/3/2017,2020.0,France,,58,187 cm,78 kg,Right,3/15/1994,23,ST,3
AJ Auxerre,Kenji-Van Boto,LB,5/16/2015,2020.0,France,,63,180 cm,71 kg,Left,3/7/1996,21,LB/LWB,3
AJ Auxerre,Lionel Mathis,LCM,6/27/2016,2017.0,France,,72,174 cm,72 kg,Right,10/4/1981,35,CDM/CM,3
AJ Auxerre,Loïc Goujon,Sub,7/1/2016,2020.0,France,,61,180 cm,68 kg,Right,1/9/1996,21,RB/CM,3
AJ Auxerre,Ludovic Obraniak,CM,11/4/2016,2018.0,Poland,,70,174 cm,72 kg,Left,11/10/1984,32,CAM/RM,4
AJ Auxerre,Mickaël Tacalfred,RCB,7/11/2016,2017.0,France,,68,175 cm,69 kg,Right,4/23/1981,35,CB,2
AJ Auxerre,Mohamed Yattara,Sub,7/17/2015,2019.0,Guinea,,70,185 cm,77 kg,Right,7/28/1993,23,ST,3
AJ Auxerre,Moussa Diallo,Res,5/27/2015,2018.0,France,,56,183 cm,68 kg,Right,1/27/1997,20,CDM/CM,2
AJ Auxerre,Romain Montiel,Sub,9/22/2015,2018.0,France,,59,186 cm,80 kg,Right,4/22/1995,21,ST,2
AJ Auxerre,Roman Laspalles,Res,7/1/2016,2020.0,France,,58,178 cm,66 kg,Right,11/2/1996,20,RB,3
AJ Auxerre,Ruben Aguilar,RB,6/23/2014,2017.0,France,,68,172 cm,71 kg,Left,4/26/1993,23,RB/RWB,2
AJ Auxerre,Rémi Fournier,LCB,6/20/2016,2017.0,France,,67,190 cm,80 kg,Left,11/13/1983,33,CB,2
AJ Auxerre,Samed Kilic,Sub,1/1/2014,2017.0,France,,66,180 cm,74 kg,Right,1/28/1996,21,CM/CAM,3
AJ Auxerre,Stéphane Sparagna,RCM,8/9/2014,2018.0,France,,69,186 cm,82 kg,Right,2/17/1995,22,CB/CM,2
AJ Auxerre,Vieux Yakhya Sané,Sub,7/1/2016,2019.0,Senegal,,70,191 cm,83 kg,Right,8/4/1989,27,CB,3
AJ Auxerre,Xavier Lenogue,Sub,7/1/2014,2018.0,France,,56,194 cm,84 kg,Right,12/27/1996,20,GK,2
AJ Auxerre,Zacharie Boucher,GK,6/26/2015,2017.0,France,,68,181 cm,79 kg,Right,3/7/1992,25,GK,3
AS Monaco,Abdou Diallo,Sub,3/28/2014,2021.0,France,,69,186 cm,74 kg,Left,5/4/1996,20,CB,3
AS Monaco,Abdou-Aziz Thiam,Res,8/21/2014,2017.0,France,,64,180 cm,65 kg,Right,1/15/1997,20,CDM,3
AS Monaco,Adrien Bongiovanni,Res,6/1/2016,2019.0,Belgium,,62,171 cm,55 kg,Right,9/20/1999,17,CAM,4
AS Monaco,Almamy Touré,Sub,7/4/2013,2019.0,Mali,,71,183 cm,72 kg,Right,4/28/1996,20,RB,3
AS Monaco,Andrea Raggi,Sub,7/1/2012,2018.0,Italy,,77,187 cm,82 kg,Right,6/24/1984,32,CB/LB,3
AS Monaco,Benjamin Mendy,LB,6/22/2016,2021.0,France,LB,77,185 cm,85 kg,Left,7/17/1994,22,LB,3
AS Monaco,Bernardo Silva,RM,1/20/2015,2020.0,Portugal,Sub,83,173 cm,64 kg,Left,8/10/1994,22,RM/CAM,3
AS Monaco,Boschilia,Sub,8/10/2015,2020.0,Brazil,,73,172 cm,63 kg,Left,3/5/1996,21,CAM,3
AS Monaco,Christopher Lina,Res,7/1/2011,2017.0,France,,60,180 cm,78 kg,Right,1/6/1994,23,CDM,2
AS Monaco,Corentin Tirard,Res,7/14/2014,2018.0,France,,63,175 cm,65 kg,Left,10/18/1995,21,LW/LM,3
AS Monaco,Danijel Subašić,GK,1/24/2012,2019.0,Croatia,,84,191 cm,84 kg,Right,10/27/1984,32,GK,2
AS Monaco,David Mills,Res,1/1/2014,2017.0,Ghana,,62,175 cm,65 kg,Right,5/25/1995,21,RW,3
AS Monaco,Djibril Sidibé,RB,7/9/2016,2021.0,France,RB,80,182 cm,71 kg,Right,7/29/1992,24,RB/LB,4
AS Monaco,Fabinho,RDM,7/1/2012,2021.0,Brazil,,80,188 cm,78 kg,Right,10/23/1993,23,CDM/RB,2
AS Monaco,Falcao,RS,7/1/2013,2018.0,Colombia,,82,177 cm,72 kg,Right,2/10/1986,31,ST,4
AS Monaco,Francesco Antonucci,Res,1/18/2017,2019.0,Belgium,,61,172 cm,66 kg,Right,6/20/1999,17,CAM,4
AS Monaco,Guido Carrillo,Sub,6/20/2015,2020.0,Argentina,,74,191 cm,87 kg,Right,5/25/1991,25,ST,3
AS Monaco,Jemerson,LCB,1/31/2016,2020.0,Brazil,,78,184 cm,77 kg,Right,8/24/1992,24,CB,2
AS Monaco,Jorge,Sub,1/30/2017,2021.0,Brazil,,72,184 cm,60 kg,Left,3/28/1996,21,LB,3
AS Monaco,João Moutinho,Sub,7/1/2013,2018.0,Portugal,Sub,82,170 cm,61 kg,Right,9/8/1986,30,CM/CAM,4
AS Monaco,Kamil Glik,RCB,7/6/2016,2020.0,Poland,RCB,84,190 cm,80 kg,Right,2/3/1988,29,CB,2
AS Monaco,Kylian Mbappe Lottin,Sub,12/2/2015,2019.0,France,Sub,77,178 cm,68 kg,Right,12/20/1998,18,ST,4
AS Monaco,Kévin N'Doram,Sub,6/11/2015,2020.0,France,,65,184 cm,76 kg,Right,1/22/1996,21,CDM,2
AS Monaco,Loïc Badiashile,Sub,9/1/2015,2021.0,France,,66,186 cm,80 kg,Right,2/5/1998,19,GK,3
AS Monaco,Morgan De Sanctis,Sub,7/13/2016,2017.0,Italy,,77,190 cm,82 kg,Right,3/26/1977,40,GK,2
AS Monaco,Nabil Dirar,Sub,1/31/2012,2018.0,Morocco,,76,187 cm,82 kg,Right,2/25/1986,31,RM,4
AS Monaco,Quentin N'Gakoutou,Res,2/28/2014,2017.0,Central African Rep.,,61,178 cm,71 kg,Right,5/10/1994,22,ST,2
