Nationality,Name,Club,Birth_Date,Age,National_Position,Club_Position,Preferred_Position,Rating,Height,Weight,Preferred_Foot,Weak_foot
Argentina,Daniel Mancini,Giron. Bordeaux,11/11/1996,20,Res,Res,CM,64,172 cm,72 kg,Right,3
Argentina,Daniel Montenegro,Parque Patricios,3/28/1979,38,Sub,Sub,CAM,71,173 cm,71 kg,Right,4
Argentina,Daniel Sappa,Estudiantes,2/9/1995,22,Sub,Sub,GK,63,193 cm,90 kg,Right,3
Argentina,Daniel Villalva,Veracruz,7/6/1992,24,RM,RM,LM/CF,73,158 cm,61 kg,Right,4
Argentina,Dardo Miloc,G. La Plata,10/16/1990,26,Res,Res,CDM/CM,66,177 cm,74 kg,Right,3
Argentina,Darío Benedetto,Boca Juniors,5/17/1990,26,ST,ST,ST,77,178 cm,75 kg,Right,5
Argentina,Darío Bottinelli,G. La Plata,12/26/1986,30,Sub,Sub,CAM,71,167 cm,67 kg,Right,3
Argentina,Darío Cvitanich,Banfield,5/16/1984,32,ST,ST,ST,72,174 cm,72 kg,Right,3
Argentina,Darío Salina,Temperley,9/25/1995,21,Res,Res,CM,54,174 cm,73 kg,Right,3
Argentina,David Abraham,Eint. Frankfurt,7/15/1986,30,RCB,RCB,CB,78,188 cm,83 kg,Right,2
Argentina,David Achucarro,Temperley,1/5/1991,26,Sub,Sub,LB/CB,63,178 cm,79 kg,Left,2
Argentina,David Barbona,Atlético Tucumán,2/22/1995,22,Sub,Sub,LM/CM/CAM,68,175 cm,71 kg,Right,4
Argentina,David Drocco,Audax Italiano,1/20/1989,28,RCM,RCM,CM/CDM,66,167 cm,70 kg,Right,3
Argentina,David Vega,Bahía Blanca,11/17/1980,36,Sub,Sub,CM,64,178 cm,72 kg,Left,4
Argentina,Denis Rodríguez,River Plate,3/21/1996,21,Res,Res,CM,65,171 cm,67 kg,Right,3
Argentina,Denis Stracqualursi,Ind. Santa Fe,10/20/1987,29,LS,LS,ST,74,189 cm,85 kg,Right,3
Argentina,Diego Bielkiewicz,Depor. Iquique,1/4/1991,26,Sub,Sub,ST,64,182 cm,79 kg,Right,3
Argentina,Diego Braghieri,Lanús,1/7/1987,30,Sub,Sub,CB,72,186 cm,79 kg,Left,2
Argentina,Diego Buonanotte,Uni. Católica,4/19/1988,28,CAM,CAM,CAM,78,161 cm,57 kg,Left,4
Argentina,Diego Castaño,Tigre,6/8/1979,37,Sub,Sub,CDM/CM,67,191 cm,85 kg,Right,4
Argentina,Diego Churín,Unión Española,12/1/1989,27,RS,RS,ST/LW,73,186 cm,80 kg,Right,4
Argentina,Diego Colotto,Quilmes,3/10/1981,36,RCB,RCB,CB,72,184 cm,83 kg,Right,3
Argentina,Diego Fabián Torres,Depor. Iquique,11/6/1990,26,LW,LW,LW/CM,68,174 cm,70 kg,Left,4
Argentina,Diego González,Racing Club,2/9/1988,29,RCM,RCM,CM,74,172 cm,73 kg,Right,3
Argentina,Diego Lagos,Santa Fe,3/5/1986,31,Sub,Sub,LM,66,176 cm,73 kg,Left,3
Argentina,Diego Mendoza,Parque Patricios,9/30/1992,24,ST,ST,ST,63,186 cm,86 kg,Right,3
Argentina,Diego Montiel,Rafaela,4/22/1996,20,Sub,Sub,RM,63,169 cm,70 kg,Left,3
Argentina,Diego Morales,Tigre,11/29/1986,30,CAM,CAM,CAM,67,172 cm,68 kg,Right,3
Argentina,Diego Novaretti,León,5/9/1985,31,LDM,LDM,CB,72,194 cm,86 kg,Left,3
Argentina,Diego Perotti,Roma,7/26/1988,28,Sub,Sub,CF/LW,80,179 cm,70 kg,Right,5
Argentina,Diego Rodríguez,Rosario Central,6/25/1989,27,GK,GK,GK,71,184 cm,80 kg,Left,2
Argentina,Diego Sosa,Tigre,7/28/1997,19,LB,LB,LM/LB,59,175 cm,70 kg,Left,3
Argentina,Diego Torres,Quilmes,7/3/1982,34,Res,Res,ST,58,171 cm,68 kg,Right,3
Argentina,Diego Valeri,Portland,5/1/1986,30,CAM,CAM,CAM,79,178 cm,75 kg,Right,3
Argentina,Diego Villar,Unión,4/25/1982,34,Sub,Sub,RM/CM,67,170 cm,76 kg,Right,3
Argentina,Domingo Blanco,Independiente,4/22/1995,21,Sub,Sub,CAM/CM,64,169 cm,67 kg,Right,3
Argentina,Eduardo Salvio,SL Benfica,7/13/1990,26,RM,RM,RM,80,173 cm,68 kg,Right,4
Argentina,Eial Strahman,Bahía Blanca,6/21/1989,27,LS,LS,ST,63,183 cm,79 kg,Left,3
Argentina,Elias Gómez,Fl. Varela,6/9/1994,22,Sub,Sub,LB,65,176 cm,72 kg,Left,3
Argentina,Elías Umeres,Estudiantes,12/10/1995,21,Res,Res,ST,63,166 cm,66 kg,Right,3
Argentina,Emanuel Aguilera,Tijuana,6/11/1989,27,LCB,LCB,CB,70,188 cm,86 kg,Right,2
Argentina,Emanuel Alarcón,Patronato,11/11/1992,24,Res,Res,GK,51,186 cm,80 kg,Right,3
Argentina,Emanuel Brítez,Unión,3/26/1992,25,RB,RB,RB,65,179 cm,75 kg,Right,3
Argentina,Emanuel Cecchini,Banfield,12/24/1996,20,LDM,LDM,CM,63,179 cm,78 kg,Right,2
Argentina,Emanuel Dening,San Juan,7/4/1988,28,ST,ST,CAM/CF,70,173 cm,68 kg,Right,3
Argentina,Emanuel Insúa,Racing Club,4/10/1991,25,LB,LB,LB,71,181 cm,82 kg,Left,3
Argentina,Emanuel Loeschbor,Monarcas Morelia,10/14/1986,30,RCB,RCB,CB,67,180 cm,76 kg,Right,2
Argentina,Emanuel Mammana,Olym. Lyonnais,2/10/1996,21,RCB,RCB,CB,74,183 cm,70 kg,Right,2
Argentina,Emanuel Molina,Atlético Tucumán,3/4/1987,30,Res,Res,RM/LM,68,181 cm,75 kg,Left,3
Argentina,Emanuel Ojeda,Rosario Central,11/5/1997,19,Sub,Sub,CM,61,180 cm,72 kg,Right,3
Argentina,Emanuel Olivera,Santa Fe,4/2/1990,26,Sub,Sub,CB,65,180 cm,73 kg,Right,2
Argentina,Emanuel Reynoso,CA Talleres,11/16/1995,21,RCM,RCM,CAM,66,177 cm,65 kg,Left,3
Argentina,Emanuel Villa,Querétaro,2/24/1982,35,ST,ST,ST,71,178 cm,83 kg,Right,3
Argentina,Emiliano Agüero,San Juan,1/21/1995,22,Res,Res,CM,62,179 cm,81 kg,Right,2
Argentina,Emiliano Amor,Vélez Sarsfield,5/16/1995,21,Sub,Sub,CB,62,183 cm,80 kg,Right,3
Argentina,Emiliano Armenteros,Santos Laguna,1/18/1986,31,Sub,Sub,CM/LM,69,180 cm,78 kg,Left,3
Argentina,Emiliano Buendía,Getafe CF,12/25/1996,20,Sub,Sub,LM/CAM/RB,68,170 cm,65 kg,Right,3
Argentina,Emiliano Ellacópulos,Tigre,1/14/1992,25,Sub,Sub,RM/CAM,64,175 cm,67 kg,Left,3
Argentina,Emiliano Franco,Newell's,10/21/1994,22,Res,Res,CM,60,182 cm,74 kg,Right,3
Argentina,Emiliano Insúa,VfB Stuttgart,1/7/1989,28,LB,LB,LB,76,180 cm,79 kg,Left,2
Argentina,Emiliano Martinez,Arsenal,9/2/1992,24,Res,Res,GK,69,193 cm,85 kg,Right,3
Argentina,Emiliano Méndez,Atlético Huila,2/15/1989,28,CDM,CDM,CDM,64,186 cm,82 kg,Right,3
Argentina,Emiliano Ozuna,Temperley,2/9/1996,21,LM,LM,ST,60,172 cm,76 kg,Left,3
Argentina,Emiliano Papa,Tigre,4/19/1982,34,Sub,Sub,LB,69,169 cm,67 kg,Left,2
Argentina,Emiliano Purita,San Lorenzo,3/25/1997,20,Res,Res,RM,61,179 cm,69 kg,Right,3
Argentina,Emiliano Rigoni,Independiente,2/4/1993,24,RM,RM,RM/LM,76,178 cm,74 kg,Left,5
Argentina,Emiliano Sala,FC Nantes,10/31/1990,26,LS,LS,ST,76,187 cm,75 kg,Right,3
Argentina,Emmanuel Culio,RCD Mallorca,8/30/1983,33,CAM,CAM,CM/LM/CDM,70,176 cm,75 kg,Left,4
Argentina,Emmanuel Gigliotti,Independiente,5/20/1987,29,LS,LS,ST,73,187 cm,82 kg,Right,3
Argentina,Emmanuel Martínez,San Juan,6/4/1994,22,Sub,Sub,LM/RM,61,175 cm,70 kg,Right,3
Argentina,Emmanuel Mas,Trabzonspor,1/15/1989,28,LB,LB,LB,77,183 cm,73 kg,Left,2
Argentina,Enrique Bologna,River Plate,2/13/1982,35,Sub,Sub,GK,67,189 cm,87 kg,Right,3
Argentina,Enzo Acosta,Quilmes,11/30/1996,20,Sub,Sub,LM,61,174 cm,76 kg,Left,2
Argentina,Enzo Gutiérrez,Millonarios,5/28/1986,30,Sub,Sub,ST,67,184 cm,83 kg,Left,3
Argentina,Enzo Kalinski,Uni. Católica,3/10/1987,30,RCM,RCM,CM,73,183 cm,77 kg,Right,4
Argentina,Enzo Pérez,Valencia CF,2/22/1986,31,Sub,RCM,CM/CDM,78,177 cm,71 kg,Right,4
Argentina,Enzo Roggio,Belgrano,11/13/1996,20,Res,Res,ST,57,179 cm,84 kg,Right,3
Argentina,Eric Remedi,Banfield,6/4/1995,21,RDM,RDM,CDM,63,169 cm,72 kg,Right,2
Argentina,Erik Godoy,Tigre,8/16/1993,23,RCB,RCB,CB,68,184 cm,79 kg,Right,2
Argentina,Erik Lamela,Spurs,3/4/1992,25,Sub,Sub,RM/LM,81,181 cm,80 kg,Left,2
Argentina,Eros Medaglia,Rafaela,9/7/1994,22,RB,RB,RB,64,175 cm,70 kg,Right,2
Argentina,Esteban Andrada,Lanús,1/26/1991,26,GK,GK,GK,69,193 cm,80 kg,Right,2
Argentina,Esteban Burgos,Rosario Central,1/9/1992,25,Sub,Sub,CB,68,191 cm,80 kg,Right,3
Argentina,Esteban Cambiasso,Olympiakos CFP,8/18/1980,36,LCM,LCM,CM/CDM,77,177 cm,78 kg,Left,4
Argentina,Esteban Espíndola,Belgrano,3/22/1992,25,LB,LB,RB/CB,61,175 cm,73 kg,Right,3
Argentina,Eugenio Isnaldo,Newell's,1/7/1994,23,Sub,Sub,LM,68,180 cm,72 kg,Left,3
Argentina,Exequiel Palacios,River Plate,10/5/1998,18,Sub,Sub,RM,60,175 cm,70 kg,Right,2
Argentina,Ezequiel Barco,Independiente,3/29/1999,18,Sub,Sub,CAM/CM,65,167 cm,66 kg,Right,3
Argentina,Ezequiel Bonacorso,Godoy Cruz,8/9/1993,23,Res,Res,RB,60,174 cm,70 kg,Right,3
Argentina,Ezequiel Bonifacio,G. La Plata,5/9/1994,22,Sub,Sub,RB,64,170 cm,70 kg,Right,3
Argentina,Ezequiel Cerutti,San Lorenzo,1/17/1992,25,RM,RM,RM,75,179 cm,75 kg,Right,4
Argentina,Ezequiel Cirigliano,Atlético Tucumán,1/24/1992,25,Sub,Sub,CDM,70,172 cm,71 kg,Right,3
Argentina,Ezequiel Garay,Valencia CF,10/10/1986,30,RCB,RCB,CB,83,188 cm,77 kg,Right,3
Argentina,Ezequiel Garré,Parque Patricios,11/10/1981,35,Sub,Sub,LB/LM,67,170 cm,74 kg,Left,2
Argentina,Ezequiel Lavezzi,Free Agents,5/3/1985,31,Sub,Res,LW/RW,78,173 cm,75 kg,Right,4
Argentina,Ezequiel Luna,CD Palestino,11/19/1986,30,RCB,RCB,CB,73,180 cm,74 kg,Right,3
Argentina,Ezequiel Montagna,San Juan,6/8/1994,22,LM,LM,LM,66,180 cm,70 kg,Right,3
Argentina,Ezequiel Muñoz,Genoa,10/8/1990,26,LCB,LCB,CB,73,185 cm,82 kg,Right,3
Argentina,Ezequiel Parnisari,Bahía Blanca,6/1/1990,26,LCB,LCB,RB,61,184 cm,79 kg,Right,3
Argentina,Ezequiel Ponce,Granada CF,3/29/1997,20,Sub,Sub,ST/LM/CF,72,181 cm,84 kg,Right,3
Argentina,Ezequiel Rescaldani,CA Talleres,6/11/1992,24,Sub,Sub,ST,70,191 cm,83 kg,Left,2
Argentina,Ezequiel Unsain,Fl. Varela,3/9/1995,22,Sub,Sub,GK,70,188 cm,83 kg,Right,2
Argentina,Ezequiel Vidal,Bahía Blanca,8/2/1995,21,Sub,Sub,ST,62,170 cm,70 kg,Left,3
Argentina,Ezequiel Videla,Racing Club,1/15/1988,29,Sub,Sub,CM/CDM,74,175 cm,73 kg,Right,2
Argentina,Ezequiel Ávila,San Lorenzo,2/6/1994,23,Sub,Sub,LM/ST,65,178 cm,81 kg,Left,4
Argentina,Fabian Bordagaray,Rosario Central,2/15/1987,30,Sub,Sub,RM/ST,70,173 cm,75 kg,Right,3
Argentina,Fabio Álvarez,Atlético Tucumán,1/23/1993,24,Sub,Sub,ST,59,184 cm,70 kg,Right,3
Argentina,Fabián Assmann,Vélez Sarsfield,3/23/1986,31,GK,GK,GK,64,190 cm,82 kg,Right,3
Argentina,Fabián Cubero,Vélez Sarsfield,12/21/1978,38,RB,RB,RB,67,175 cm,72 kg,Right,2
Argentina,Fabián Espíndola,Necaxa,5/4/1985,31,Sub,Sub,ST,69,178 cm,80 kg,Left,4
Argentina,Fabián Henríquez,Godoy Cruz,6/8/1995,21,CDM,CDM,LM,60,185 cm,74 kg,Left,3
Argentina,Fabián Monzón,Uni. de Chile,4/13/1987,29,Sub,Sub,LB,70,179 cm,82 kg,Left,2
Argentina,Fabián Rinaudo,G. La Plata,5/8/1987,29,RDM,RDM,CDM/CM,72,175 cm,78 kg,Right,3
Argentina,Fabián Sambueza,Deportivo Cali,8/1/1988,28,RAM,RAM,CAM/RM,73,170 cm,65 kg,Right,2
Argentina,Fabricio Alvarenga,Vélez Sarsfield,2/17/1996,21,Sub,Sub,RM,63,178 cm,76 kg,Right,2
Argentina,Fabricio Bustos,Independiente,4/28/1996,20,Sub,Sub,RB/LB,65,168 cm,69 kg,Right,3
Argentina,Fabricio Coloccini,San Lorenzo,1/22/1982,35,Sub,Sub,CB,74,184 cm,83 kg,Right,4
Argentina,Fabricio Fontanini,CD O'Higgins,3/30/1990,27,RCB,RCB,CB,67,180 cm,80 kg,Right,2
Argentina,Fabrizio Angileri,Godoy Cruz,3/15/1994,23,Sub,Sub,LM/RM,63,184 cm,84 kg,Left,3
Argentina,Facundo Altamirano,Banfield,3/21/1996,21,Res,Res,GK,56,185 cm,78 kg,Right,2
Argentina,Facundo Britos,Unión,6/5/1996,20,Res,Res,CM/CDM,57,179 cm,74 kg,Right,3
Argentina,Facundo Cambeses,Banfield,4/9/1997,19,Sub,Sub,GK,57,185 cm,78 kg,Right,1
Argentina,Facundo Cardozo,Vélez Sarsfield,4/6/1995,21,Res,Res,CB/LB,66,182 cm,81 kg,Left,2
Argentina,Facundo Castillón,Getafe CF,8/21/1985,31,Sub,Sub,RM/RW/LW,70,173 cm,71 kg,Right,3
Argentina,Facundo Cobos,Godoy Cruz,2/19/1993,24,Sub,Sub,LB,61,178 cm,83 kg,Left,3
Argentina,Facundo Coria,Quilmes,5/28/1987,29,Sub,Sub,CAM,67,180 cm,73 kg,Left,4
Argentina,Facundo Daffonchio,Atlético Tucumán,2/2/1990,27,Sub,Sub,GK,63,187 cm,77 kg,Right,2
Argentina,Facundo Erpen,Monarcas Morelia,5/19/1983,33,Sub,Sub,CB,71,180 cm,78 kg,Right,3
Argentina,Facundo Ferreyra,Shakhtar Donetsk,3/14/1991,26,ST,ST,ST,75,187 cm,76 kg,Right,3
Argentina,Facundo Medina,River Plate,5/28/1999,17,Res,Res,LB,59,179 cm,75 kg,Left,2
Argentina,Facundo Monteseirín,Lanús,3/12/1995,22,Sub,Sub,CB,69,184 cm,82 kg,Right,3
Argentina,Facundo Oreja,G. La Plata,6/14/1982,34,RB,RB,RB,69,169 cm,73 kg,Right,2
Argentina,Facundo Pereyra,Santa Fe,9/3/1987,29,RM,RM,ST/RM,71,172 cm,70 kg,Left,2
Argentina,Facundo Quignon,Newell's,5/2/1993,23,LDM,LDM,CDM,69,174 cm,75 kg,Left,3
Argentina,Facundo Quintana,Estudiantes,1/1/1997,20,Res,Res,ST,64,171 cm,74 kg,Right,3
Argentina,Facundo Rizzi,Rosario Central,8/28/1997,19,Res,Res,LB,57,175 cm,70 kg,Left,3
Argentina,Facundo Roncaglia,Celta Vigo,2/10/1987,30,Sub,Sub,CB/LB,77,179 cm,76 kg,Right,3
Argentina,Facundo Silva,Godoy Cruz,1/19/1991,26,Sub,Sub,LM,68,174 cm,73 kg,Right,3
Argentina,Facundo Soloa,Rafaela,11/4/1996,20,LCM,LCM,CDM,57,178 cm,73 kg,Right,2
Argentina,Facundo Sánchez,Estudiantes,3/7/1990,27,RB,RB,RB,72,176 cm,74 kg,Right,3
Argentina,Fausto Grillo,Vélez Sarsfield,2/20/1993,24,LCB,LCB,LB/CB,65,181 cm,78 kg,Left,3
Argentina,Favio Durán,Vélez Sarsfield,11/24/1995,21,Res,Res,ST,59,178 cm,75 kg,Right,3
Argentina,Federico Andrada,Quilmes,3/3/1994,23,LS,LS,ST,66,186 cm,76 kg,Right,3
Argentina,Federico Anselmo,Unión,4/17/1994,22,Sub,Sub,ST,64,186 cm,82 kg,Right,3
Argentina,Federico Carrizo,Rosario Central,5/17/1991,25,CAM,CAM,LW/LM,73,170 cm,68 kg,Right,4
Argentina,Federico Cartabia,SC Braga,1/20/1993,24,RM,RM,RM,75,170 cm,65 kg,Left,3
Argentina,Federico Costa,Patronato,10/8/1988,28,Sub,Sub,GK,60,188 cm,86 kg,Right,2
Argentina,Federico Crivelli,Chiapas,1/28/1982,35,Sub,Sub,GK,67,185 cm,81 kg,Right,2
Argentina,Federico Fazio,Roma,3/17/1987,30,CB,CB,CB,81,195 cm,85 kg,Right,2
Argentina,Federico Fernández,Swansea City,2/22/1989,28,RCB,RCB,CB,79,190 cm,83 kg,Right,2
Argentina,Federico Flores,Sarandí,5/18/1992,24,Res,Res,RM,63,180 cm,75 kg,Right,3
Argentina,Federico González,Puebla,6/1/1987,29,Sub,Sub,ST,68,178 cm,79 kg,Right,3
Argentina,Federico Higuaín,Columbus Crew SC,2/1/1985,32,RF,RF,CAM,75,173 cm,75 kg,Right,4
Argentina,Federico León,Mar del Plata,10/30/1984,32,Sub,Sub,CB,66,180 cm,77 kg,Right,3
Argentina,Federico Lértora,Belgrano,7/5/1990,26,LCM,LCM,CDM/CM,71,176 cm,73 kg,Right,3
Argentina,Federico Mancinelli,Parque Patricios,5/8/1982,34,LCB,LCB,CB/RB,68,181 cm,80 kg,Right,3
Argentina,Federico Martorell,CD Cobresal,3/26/1981,36,RCB,RCB,CB,66,182 cm,75 kg,Right,3
Argentina,Federico Milo,Sarandí,1/1/1992,25,Sub,Sub,LB,64,180 cm,75 kg,Left,3
Argentina,Federico Rasic,Arsenal Tula,3/24/1992,25,Sub,Sub,ST,65,194 cm,83 kg,Right,3
Argentina,Federico Urraburo,San Juan,4/5/1991,25,Sub,Sub,GK,55,189 cm,91 kg,Right,2
Argentina,Federico Vega,AD Alcorcón,2/4/1993,24,RB,RB,RB,71,176 cm,67 kg,Right,2
Argentina,Federico Vismara,Racing Club,5/9/1983,33,Res,Res,CDM,68,185 cm,74 kg,Right,3
Argentina,Federico Álvarez,Belgrano,8/7/1994,22,Sub,Sub,LB,66,183 cm,78 kg,Left,3
Argentina,Fermín Antonini,Junín,7/2/1997,19,Sub,Sub,RM,57,179 cm,73 kg,Right,3
Argentina,Fernando Alarcón,CA Talleres,6/16/1994,22,Res,Res,CB,57,185 cm,77 kg,Left,2
Argentina,Fernando Barrientos,Lanús,11/17/1991,25,Sub,Sub,CM,71,174 cm,70 kg,Right,3
Argentina,Fernando Belluschi,San Lorenzo,9/10/1983,33,RCM,RCM,CAM/CM,80,173 cm,78 kg,Right,4
Argentina,Fernando Brandán,Melbourne City,3/27/1990,27,Sub,Sub,LW/RW,68,165 cm,66 kg,Right,3
Argentina,Fernando Coniglio,Bahía Blanca,11/24/1991,25,RS,RS,ST,59,184 cm,84 kg,Right,2
Argentina,Fernando Elizari,Fl. Varela,4/5/1991,25,Sub,Sub,CM,66,172 cm,72 kg,Right,3
Argentina,Fernando Evangelista,Atlético Tucumán,10/21/1991,25,LB,LB,LB/LM,67,183 cm,82 kg,Left,3
Argentina,Fernando Gago,Boca Juniors,4/10/1986,30,CDM,CDM,CM,77,178 cm,70 kg,Right,4
Argentina,Fernando Godoy,CA Talleres,5/1/1990,26,Sub,Sub,CDM,65,172 cm,70 kg,Right,3
Argentina,Fernando Juárez,CA Talleres,8/23/1998,18,Sub,Sub,CM,61,177 cm,66 kg,Right,2
Argentina,Fernando Luna,Rafaela,1/19/1990,27,CAM,CAM,CAM/LM,69,175 cm,70 kg,Left,5
Argentina,Fernando Meza,Colo-Colo,3/21/1990,27,Sub,Sub,CB,70,176 cm,74 kg,Right,2
Argentina,Fernando Monetti,Lanús,2/21/1989,28,Sub,Sub,GK,76,184 cm,78 kg,Right,2
Argentina,Fernando Márquez,Belgrano,12/10/1987,29,Sub,Sub,ST,71,184 cm,86 kg,Right,3
Argentina,Fernando Pellegrino,Sarandí,3/31/1986,30,GK,GK,GK,70,197 cm,90 kg,Right,2
Argentina,Fernando Redondo,Tigre,9/15/1994,22,Res,Res,RM,55,190 cm,80 kg,Right,3
Argentina,Fernando Telechea,Patronato,10/6/1981,35,RS,RS,ST,68,180 cm,79 kg,Right,3
Argentina,Fernando Tobio,Boca Juniors,10/18/1989,27,Sub,Sub,CB,74,185 cm,85 kg,Right,2
Argentina,Fernando Zampedri,Atlético Tucumán,2/14/1988,29,LS,LS,ST,73,185 cm,83 kg,Right,3
Argentina,Fernando Zuqui,Boca Juniors,11/27/1991,25,Sub,Sub,RM/CM,71,170 cm,65 kg,Right,3
Argentina,Flavio Ciampichetti,CD Antofagasta,3/7/1988,29,Sub,Sub,ST,67,186 cm,85 kg,Right,3
Argentina,Francesco Celeste,Quilmes,5/3/1994,22,Sub,Sub,RM/LM,61,178 cm,72 kg,Right,3
Argentina,Francisco Cerro,Racing Club,2/9/1988,29,Sub,Sub,CM,72,178 cm,71 kg,Right,3
Argentina,Francisco Dutari,Junín,3/3/1988,29,Sub,Sub,CB,66,182 cm,75 kg,Right,2
Argentina,Francisco Ilarregui,Quilmes,5/6/1997,19,Sub,Sub,ST,58,170 cm,68 kg,Right,3
Argentina,Francisco Leonardo,Mar del Plata,4/12/1996,20,Res,Res,LM,59,174 cm,74 kg,Left,2
Argentina,Francisco Mattia,San Juan,6/24/1988,28,RCB,RCB,CB,68,190 cm,77 kg,Right,3
Argentina,Francisco Pizzini,Bahía Blanca,9/19/1993,23,LM,LM,LW,66,177 cm,71 kg,Right,2
Argentina,Francisco Romero,Belgrano,3/8/1999,18,Res,Res,CDM,54,179 cm,76 kg,Right,2
Argentina,Franco Armani,Atl. Nacional,10/16/1986,30,GK,GK,GK,77,189 cm,89 kg,Right,2
Argentina,Franco Bellocq,Sarandí,10/15/1993,23,Sub,Sub,CDM/CM,69,175 cm,74 kg,Right,3
Argentina,Franco Canever,Mar del Plata,9/17/1989,27,LCB,LCB,LB/CB,68,175 cm,68 kg,Left,3
Argentina,Franco Cervi,SL Benfica,5/26/1994,22,Sub,Sub,LM/RM,77,166 cm,67 kg,Left,3
Argentina,Franco Colela,Banfield,1/5/1995,22,Res,Res,CDM/LM,66,176 cm,74 kg,Left,3
Argentina,Franco Costanzo,Uni. Católica,9/5/1980,36,Sub,Sub,GK,64,188 cm,87 kg,Right,2
Argentina,Franco Cristaldo,Rayo Vallecano,8/15/1996,20,Res,Res,CDM/RM/CAM,66,170 cm,69 kg,Right,3
Argentina,Franco Di Santo,FC Schalke 04,4/7/1989,27,Res,Res,ST,76,193 cm,88 kg,Right,3
Argentina,Franco Escobar,Newell's,2/21/1995,22,Sub,Sub,RB,65,180 cm,72 kg,Right,3
Argentina,Franco Faria,U.N.A.M.,9/29/1992,24,Res,Res,LM,62,178 cm,74 kg,Left,3
Argentina,Franco Fragapane,Sarandí,2/6/1993,24,Sub,Sub,RM,66,167 cm,65 kg,Right,3
Argentina,Franco Jara,Pachuca,7/15/1988,28,ST,ST,ST,74,181 cm,76 kg,Right,3
Argentina,Franco Lazzaroni,San Juan,2/6/1988,29,Sub,Sub,CB,64,184 cm,77 kg,Left,2
Argentina,Franco Leys,Santa Fe,10/18/1993,23,Res,Res,CM,61,177 cm,70 kg,Right,2
Argentina,Franco Mazurek,CD Palestino,9/24/1993,23,Sub,Sub,CM/CAM,65,166 cm,66 kg,Right,3
Argentina,Franco Mussis,San Lorenzo,4/19/1992,24,CDM,CDM,CDM,75,174 cm,75 kg,Right,3
Argentina,Franco Negri,Quilmes,2/20/1995,22,Sub,Sub,LM,62,170 cm,70 kg,Left,3
Argentina,Franco Niell,G. La Plata,5/22/1983,33,Sub,Sub,ST,68,162 cm,56 kg,Right,3
Argentina,Franco Pizzicanella,Atlético Tucumán,5/29/1996,20,Res,Res,GK,56,183 cm,84 kg,Right,2
Argentina,Franco Quiroga,Atlético Tucumán,12/23/1986,30,Res,Res,RB/RM,59,176 cm,72 kg,Right,3
Argentina,Franco Sbuttoni,Sagan Tosu,5/6/1989,27,Sub,Sub,CB,69,190 cm,84 kg,Left,3
Argentina,Franco Soldano,Unión,9/14/1994,22,RS,RS,ST,61,177 cm,74 kg,Right,3
Argentina,Franco Troyansky,Bahía Blanca,6/3/1997,19,Sub,Sub,ST,60,178 cm,77 kg,Left,3
Argentina,Franco Zuculini,Hellas Verona,9/5/1990,26,Sub,Sub,CM,71,176 cm,68 kg,Right,3
Argentina,Félix Banega,Rosario Central,10/19/1996,20,Res,Res,CM,61,170 cm,62 kg,Right,3
Argentina,Gabriel Alanís,Belgrano,3/16/1994,23,Sub,Sub,LM,60,186 cm,73 kg,Left,2
Argentina,Gabriel Arias,Fl. Varela,9/13/1987,29,GK,GK,GK,68,187 cm,91 kg,Right,2
Argentina,Gabriel Báez,Newell's,7/21/1995,21,Res,Res,LB,63,182 cm,70 kg,Left,3
Argentina,Gabriel Carabajal,Godoy Cruz,12/9/1991,25,Sub,Sub,LM/RM,68,178 cm,75 kg,Right,3
Argentina,Gabriel Carrasco,Lanús,3/7/1997,20,Res,Res,RB,59,175 cm,74 kg,Right,2
Argentina,Gabriel Esparza,Puebla,1/30/1993,24,LM,LM,LM,65,168 cm,69 kg,Left,3
Argentina,Gabriel Graciani,Patronato,11/28/1992,24,Sub,Sub,RM,70,180 cm,75 kg,Right,2
Argentina,Gabriel Gudiño,Rafaela,3/16/1992,25,RM,RM,RM,66,170 cm,68 kg,Right,3
Argentina,Gabriel Hauche,Toluca,11/27/1986,30,RS,RS,ST/LM,73,167 cm,73 kg,Right,3
Argentina,Gabriel Mercado,Sevilla FC,3/18/1987,30,RB,Sub,CB/RB,76,180 cm,83 kg,Right,3
Argentina,Gabriel Morales,Rafaela,4/29/1994,22,Res,Res,LM,66,179 cm,69 kg,Right,3
Argentina,Gabriel Peñalba,Cruz Azul,9/23/1984,32,LCM,LCM,CM/CDM,75,194 cm,91 kg,Right,3
Argentina,Gabriel Ramírez,Quilmes,6/29/1995,21,RM,RM,CM,66,177 cm,69 kg,Right,3
Argentina,Gabriel Rojas,San Lorenzo,6/22/1997,19,Sub,Sub,LB,60,178 cm,68 kg,Left,3
Argentina,Gabriel Sanabria,Sarandí,7/2/1992,24,Sub,Sub,CAM,70,178 cm,73 kg,Left,3
Argentina,Gaspar Iñíguez,Tigre,3/26/1994,23,Sub,Sub,CM,69,171 cm,76 kg,Right,3
Argentina,Gastón Aguirre,Temperley,11/11/1981,35,RCB,RCB,CB,67,178 cm,79 kg,Right,3
Argentina,Gastón Bojanich,Temperley,4/23/1985,31,Sub,Sub,CB,64,191 cm,85 kg,Right,2
Argentina,Gastón Bottino,Quilmes,6/26/1986,30,Sub,Sub,RB,65,184 cm,80 kg,Right,2
