Rating_Group,Rating,Name,Birth_Date,Age,Age_Group,Nationality,Club,Position,Contract_Expiry,Preferred_Position,Height,Weight,Preferred_Foot,Weak_foot
80-89,82,Lucas Vázquez,7/1/1991,25,Normal,Spain,Real Madrid,Attacker,2021.0,RW/RM,173 cm,69 kg,Right,4
80-89,82,Franco Vázquez,2/22/1989,28,Normal,Italy,Sevilla FC,Midfielder,2021.0,CAM/ST/CF,186 cm,82 kg,Left,3
80-89,82,Manu Trigueros,10/17/1991,25,Normal,Spain,Villarreal CF,Midfielder,2022.0,CM,178 cm,71 kg,Right,4
80-89,82,Samuel Umtiti,11/14/1993,23,Youngster,France,FC Barcelona,Defender,2021.0,CB,181 cm,75 kg,Left,3
80-89,82,Stefan Savić,1/8/1991,26,Normal,Montenegro,Atlético Madrid,Defender,2020.0,CB,186 cm,73 kg,Right,3
80-89,82,Roque Mesa,6/7/1989,27,Normal,Spain,UD Las Palmas,Midfielder,2020.0,CDM/CM,171 cm,73 kg,Right,3
80-89,82,Loris Karius,6/22/1993,23,Youngster,Germany,Liverpool,Goalkeeper,2021.0,GK,190 cm,87 kg,Right,3
80-89,82,Alessandro Florenzi,3/11/1991,26,Normal,Italy,Roma,Defender,2019.0,RB/CM,173 cm,67 kg,Right,3
80-89,82,Virgil van Dijk,7/8/1991,25,Normal,Netherlands,Southampton,Defender,2020.0,CB,193 cm,92 kg,Right,3
80-89,82,Jack Butland,3/10/1993,24,Youngster,England,Stoke City,Goalkeeper,2021.0,GK,196 cm,95 kg,Right,3
80-89,82,Morata,10/23/1992,24,Youngster,Spain,Real Madrid,Attacker,2021.0,ST/LW,189 cm,85 kg,Right,4
80-89,82,Lucas,8/13/1992,24,Youngster,Brazil,PSG,Attacker,2019.0,RW/LW,172 cm,72 kg,Right,3
80-89,82,Yevhen Konoplyanka,9/29/1989,27,Normal,Ukraine,FC Schalke 04,Midfielder,2019.0,LM,178 cm,78 kg,Right,4
80-89,82,Francesco Acerbi,8/10/1988,28,Normal,Italy,Sassuolo,Defender,2018.0,CB,192 cm,88 kg,Left,3
80-89,82,Nolito,10/15/1986,30,Normal,Spain,Manchester City,Attacker,2019.0,LW/LM,175 cm,72 kg,Right,3
80-89,82,Granit Xhaka,9/27/1992,24,Youngster,Switzerland,Arsenal,Midfielder,2021.0,CDM/CM,185 cm,82 kg,Left,4
80-89,82,Stefan de Vrij,2/5/1992,25,Normal,Netherlands,Lazio,Defender,2018.0,CB,189 cm,78 kg,Right,4
80-89,82,Jonathan Viera,10/1/1989,27,Normal,Spain,UD Las Palmas,Midfielder,2021.0,CM/CAM,170 cm,64 kg,Right,4
80-89,82,Pizzi,10/6/1989,27,Normal,Portugal,SL Benfica,Midfielder,2022.0,CM/LM,172 cm,66 kg,Right,4
80-89,82,Serge Aurier,12/24/1992,24,Youngster,Ivory Coast,PSG,Defender,2019.0,RB,176 cm,76 kg,Right,3
80-89,82,Grzegorz Krychowiak,1/29/1990,27,Normal,Poland,PSG,Midfielder,2021.0,CDM,186 cm,85 kg,Right,3
80-89,82,Kevin Kampl,10/9/1990,26,Normal,Slovenia,Bayer 04,Midfielder,2020.0,CM/CDM,178 cm,65 kg,Right,4
80-89,82,Dejan Lovren,7/5/1989,27,Normal,Croatia,Liverpool,Defender,2019.0,CB,188 cm,84 kg,Right,4
80-89,82,Gary Medel,8/3/1987,29,Normal,Chile,Inter,Defender,2018.0,CDM/CB,171 cm,71 kg,Right,4
80-89,82,Idrissa Gueye,9/26/1989,27,Normal,Senegal,Everton,Midfielder,2020.0,CDM/CM,174 cm,72 kg,Right,3
80-89,82,Víctor Ruíz,1/25/1989,28,Normal,Spain,Villarreal CF,Defender,2019.0,CB,185 cm,78 kg,Left,2
80-89,82,Ricardo Rodríguez,8/25/1992,24,Youngster,Switzerland,VfL Wolfsburg,Defender,2019.0,LB/CB,180 cm,77 kg,Left,3
80-89,82,Xherdan Shaqiri,10/10/1991,25,Normal,Switzerland,Stoke City,Midfielder,2020.0,RM/LM,169 cm,72 kg,Left,4
80-89,82,Ciro Immobile,2/20/1990,27,Normal,Italy,Lazio,Attacker,2021.0,ST,185 cm,85 kg,Right,3
80-89,82,Nathaniel Clyne,4/5/1991,25,Normal,England,Liverpool,Defender,2020.0,RB/RWB,175 cm,67 kg,Right,3
80-89,82,Iborra,1/16/1988,29,Normal,Spain,Sevilla FC,Midfielder,2020.0,CDM/CM,195 cm,88 kg,Right,4
80-89,82,Jack Wilshere,1/1/1992,25,Normal,England,Bournemouth,Midfielder,2018.0,CM/CDM,172 cm,68 kg,Left,2
80-89,82,Shinji Kagawa,3/17/1989,28,Normal,Japan,Bor. Dortmund,Midfielder,2018.0,CAM/CF,172 cm,64 kg,Right,4
80-89,82,Kevin Trapp,7/8/1990,26,Normal,Germany,PSG,Goalkeeper,2020.0,GK,189 cm,88 kg,Right,4
80-89,82,Taison,1/13/1988,29,Normal,Brazil,Shakhtar Donetsk,Midfielder,2017.0,LM/CAM,172 cm,64 kg,Right,3
80-89,82,Kyle Walker,5/28/1990,26,Normal,England,Spurs,Defender,2021.0,RB/RWB,183 cm,83 kg,Right,2
80-89,82,Marlos,6/7/1988,28,Normal,Brazil,Shakhtar Donetsk,Midfielder,2019.0,RM,174 cm,69 kg,Left,3
80-89,82,Luiz Gustavo,7/23/1987,29,Normal,Brazil,VfL Wolfsburg,Midfielder,2018.0,CDM/CM,187 cm,80 kg,Left,3
80-89,82,Giuliano,5/31/1990,26,Normal,Brazil,Zenit,Midfielder,2020.0,CAM/RM,172 cm,68 kg,Right,3
80-89,82,Gylfi Sigurðsson,9/9/1989,27,Normal,Iceland,Swansea City,Midfielder,2020.0,CAM/CF,186 cm,77 kg,Right,3
80-89,82,Yacine Brahimi,2/8/1990,27,Normal,Algeria,FC Porto,Midfielder,2019.0,LW,175 cm,66 kg,Right,3
80-89,82,Marko Arnautović,4/19/1989,27,Normal,Austria,Stoke City,Midfielder,2020.0,LM/LW,192 cm,83 kg,Right,4
80-89,82,Jordan Henderson,6/17/1990,26,Normal,England,Liverpool,Midfielder,2020.0,CDM/CM,182 cm,67 kg,Right,3
80-89,82,Orestis Karnezis,7/11/1985,31,Normal,Greece,Udinese,Goalkeeper,2019.0,GK,190 cm,79 kg,Right,3
80-89,81,Mamadou Sakho,2/13/1990,27,Normal,France,Crystal Palace,Defender,2020.0,CB,187 cm,83 kg,Left,2
80-89,82,Adil Rami,12/27/1985,31,Old,France,Sevilla FC,Defender,2019.0,CB,190 cm,88 kg,Right,3
80-89,82,Fernando Néstor Muslera,6/16/1986,30,Normal,Uruguay,Galatasaray,Goalkeeper,2018.0,GK,190 cm,84 kg,Right,2
80-89,82,Vedran Ćorluka,2/5/1986,31,Old,Croatia,Lokomotiv Moscow,Defender,2020.0,CB,192 cm,84 kg,Right,3
80-89,82,Edin Džeko,3/17/1986,31,Old,Bosnia Herzegovina,Roma,Attacker,2020.0,ST,193 cm,84 kg,Right,4
80-89,82,Séamus Coleman,10/11/1988,28,Normal,Republic of Ireland,Everton,Defender,2019.0,RB,177 cm,77 kg,Right,3
80-89,82,Javier Hernández,6/1/1988,28,Normal,Mexico,Bayer 04,Attacker,2018.0,ST,175 cm,73 kg,Right,3
80-89,82,Beñat,2/19/1987,30,Normal,Spain,Athletic Bilbao,Midfielder,2018.0,CM,175 cm,72 kg,Right,3
80-89,82,Lars Bender,4/27/1989,27,Normal,Germany,Bayer 04,Midfielder,2019.0,CDM/CM,185 cm,80 kg,Right,3
80-89,82,Axel Witsel,1/12/1989,28,Normal,Belgium,Free Agents,Midfielder,2019.0,CM/CDM,186 cm,73 kg,Right,3
80-89,82,Morgan Schneiderlin,11/8/1989,27,Normal,France,Everton,Midfielder,2021.0,CDM/CM,185 cm,75 kg,Right,3
80-89,82,Kevin Mirallas,10/5/1987,29,Normal,Belgium,Everton,Midfielder,2018.0,LM/LW,182 cm,70 kg,Right,4
80-89,82,Carlos Vela,3/1/1989,28,Normal,Mexico,Real Sociedad,Attacker,2018.0,RW/ST,177 cm,75 kg,Left,2
80-89,82,Emiliano Viviano,12/1/1985,31,Normal,Italy,Sampdoria,Goalkeeper,2021.0,GK,195 cm,90 kg,Left,2
80-89,82,Antonio Valencia,8/4/1985,31,Old,Ecuador,Manchester Utd,Defender,2018.0,RB,181 cm,78 kg,Right,1
80-89,82,Gonzalo Castro,6/11/1987,29,Normal,Germany,Bor. Dortmund,Midfielder,2020.0,CM/RM,172 cm,74 kg,Right,4
80-89,82,Falcao,2/10/1986,31,Old,Colombia,AS Monaco,Attacker,2018.0,ST,177 cm,72 kg,Right,4
80-89,82,Diego Alves,6/24/1985,31,Normal,Brazil,Valencia CF,Goalkeeper,2019.0,GK,187 cm,83 kg,Left,2
80-89,82,Andrea Consigli,1/27/1987,30,Normal,Italy,Sassuolo,Goalkeeper,2018.0,GK,189 cm,82 kg,Right,3
80-89,82,João Moutinho,9/8/1986,30,Normal,Portugal,AS Monaco,Midfielder,2018.0,CM/CAM,170 cm,61 kg,Right,4
80-89,82,Moussa Dembélé,7/16/1987,29,Normal,Belgium,Spurs,Midfielder,2019.0,CM/CDM,185 cm,88 kg,Left,2
80-89,82,Michael Krohn-Dehli,6/6/1983,33,Old,Denmark,Sevilla FC,Midfielder,2017.0,LM/CAM,170 cm,68 kg,Right,4
80-89,82,Loïc Perrin,8/7/1985,31,Old,France,AS Saint-Étienne,Defender,2018.0,CB,181 cm,80 kg,Right,3
80-89,82,Lucas Biglia,1/30/1986,31,Old,Argentina,Lazio,Midfielder,2018.0,CDM/CM,178 cm,63 kg,Right,4
80-89,82,Benoît Costil,7/3/1987,29,Normal,France,Stade Rennais,Goalkeeper,2017.0,GK,188 cm,86 kg,Right,3
80-89,82,Raúl Albiol,9/4/1985,31,Old,Spain,Napoli,Defender,2020.0,CB,190 cm,82 kg,Right,3
80-89,82,Mario Gómez,7/10/1985,31,Old,Germany,VfL Wolfsburg,Attacker,2019.0,ST,189 cm,88 kg,Right,4
80-89,82,Gabi,7/10/1983,33,Old,Spain,Atlético Madrid,Midfielder,2018.0,CM/CDM,180 cm,74 kg,Right,3
80-89,82,Diego López,11/3/1981,35,Old,Spain,RCD Espanyol,Goalkeeper,2018.0,GK,196 cm,89 kg,Right,3
80-89,82,Raffael,3/28/1985,32,Old,Brazil,Bor. M'gladbach,Attacker,2019.0,CF/ST,174 cm,69 kg,Right,4
80-89,82,Alejandro Gómez,2/15/1988,29,Normal,Argentina,Atalanta,Attacker,2020.0,LW/CF,165 cm,68 kg,Right,4
80-89,82,Gonzalo Rodríguez,4/10/1984,32,Old,Argentina,Fiorentina,Defender,2017.0,CB,182 cm,79 kg,Right,3
80-89,82,Vincent Enyeama,8/29/1982,34,Old,Nigeria,LOSC Lille,Goalkeeper,2019.0,GK,182 cm,87 kg,Right,3
80-89,82,Kaká,4/22/1982,34,Old,Brazil,Orlando City,Midfielder,2017.0,CAM/CF,186 cm,83 kg,Right,4
80-89,82,Fernandinho,5/4/1985,31,Old,Brazil,Manchester City,Midfielder,2018.0,CDM/CM,179 cm,67 kg,Right,4
80-89,82,David Villa,12/3/1981,35,Old,Spain,NYCFC,Attacker,2017.0,ST,175 cm,69 kg,Right,5
80-89,82,Victor Valdés,1/14/1982,35,Old,Spain,Middlesbrough,Goalkeeper,2018.0,GK,183 cm,78 kg,Right,3
80-89,82,Per Mertesacker,9/29/1984,32,Old,Germany,Arsenal,Defender,2018.0,CB,198 cm,90 kg,Right,3
80-89,82,Patrice Evra,5/15/1981,35,Old,France,Olym. Marseille,Defender,2018.0,LB/LM,174 cm,76 kg,Left,2
80-89,82,Xabi Alonso,11/25/1981,35,Old,Spain,FC Bayern,Midfielder,2017.0,CDM/CM,183 cm,80 kg,Right,4
80-89,82,Michael Carrick,7/28/1981,35,Old,England,Manchester Utd,Midfielder,2017.0,CDM/CM,188 cm,74 kg,Right,3
80-89,82,Andrea Pirlo,5/19/1979,37,Old,Italy,NYCFC,Midfielder,2023.0,CM/CDM,177 cm,68 kg,Right,4
80-89,82,Casillas,5/20/1981,35,Old,Spain,FC Porto,Goalkeeper,2017.0,GK,185 cm,84 kg,Left,2
80-89,81,Ousmane Dembélé,5/15/1997,19,Youngster,France,Bor. Dortmund,Attacker,2021.0,RM/CAM,178 cm,67 kg,Left,5
80-89,81,Corentin Tolisso,8/3/1994,22,Youngster,France,Olym. Lyonnais,Midfielder,2020.0,CM/CDM,181 cm,78 kg,Right,3
80-89,81,Marcelo Brozović,11/16/1992,24,Youngster,Croatia,Inter,Midfielder,2019.0,CM/CDM,181 cm,68 kg,Right,4
80-89,81,Federico Bernardeschi,2/16/1994,23,Youngster,Italy,Fiorentina,Attacker,2019.0,RM/LM,183 cm,75 kg,Left,3
80-89,81,Niklas Süle,9/3/1995,21,Youngster,Germany,1899 Hoffenheim,Defender,2019.0,CB,195 cm,95 kg,Right,3
80-89,81,Domenico Berardi,8/1/1994,22,Youngster,Italy,Sassuolo,Attacker,2019.0,RW,183 cm,72 kg,Left,3
80-89,81,Morgan Sanson,8/18/1994,22,Youngster,France,Olym. Marseille,Midfielder,2021.0,CDM/RM,180 cm,72 kg,Right,4
80-89,81,Samu Castillejo,1/18/1995,22,Youngster,Spain,Villarreal CF,Midfielder,2020.0,RM/LM,182 cm,67 kg,Left,2
80-89,81,Adrien Rabiot,4/3/1995,21,Youngster,France,PSG,Midfielder,2019.0,CM,188 cm,71 kg,Left,3
80-89,81,Leon Goretzka,2/6/1995,22,Youngster,Germany,FC Schalke 04,Midfielder,2018.0,CM/CDM,189 cm,79 kg,Right,4
80-89,81,Quincy Promes,1/4/1992,25,Normal,Netherlands,Spartak Moscow,Midfielder,2021.0,RM/ST,174 cm,70 kg,Right,4
80-89,81,Andrea Belotti,12/20/1993,23,Youngster,Italy,Torino,Attacker,2021.0,ST,181 cm,72 kg,Right,5
80-89,81,Jonas Hector,5/27/1990,26,Normal,Germany,1. FC Köln,Defender,2021.0,LB/CDM,185 cm,75 kg,Left,3
80-89,81,Mateo Kovačić,5/6/1994,22,Youngster,Croatia,Real Madrid,Midfielder,2021.0,CM,178 cm,77 kg,Right,4
80-89,81,Sergio Rico,9/1/1993,23,Youngster,Spain,Sevilla FC,Goalkeeper,2019.0,GK,194 cm,88 kg,Right,3
80-89,81,Oleg Shatov,7/29/1990,26,Normal,Russia,Zenit,Attacker,2020.0,LM/RW,173 cm,73 kg,Right,4
80-89,81,Jorginho,12/20/1991,25,Normal,Italy,Napoli,Midfielder,2020.0,CM,180 cm,65 kg,Right,3
80-89,81,Florian Thauvin,1/26/1993,24,Youngster,France,Olym. Marseille,Attacker,2020.0,RW/RM,179 cm,70 kg,Left,3
80-89,80,Michy Batshuayi,10/2/1993,23,Youngster,Belgium,Chelsea,Attacker,2021.0,ST,185 cm,78 kg,Right,4
80-89,81,Iñigo Martínez,5/17/1991,25,Normal,Spain,Real Sociedad,Defender,2021.0,CB,181 cm,77 kg,Left,2
80-89,81,Suso,11/19/1993,23,Youngster,Spain,Milan,Attacker,2019.0,RW,176 cm,70 kg,Left,3
80-89,81,Deulofeu,3/13/1994,23,Youngster,Spain,Milan,Attacker,2018.0,RM/LW,179 cm,73 kg,Right,4
80-89,81,Felipe Anderson,4/15/1993,23,Youngster,Brazil,Lazio,Attacker,2020.0,RW/RM,175 cm,70 kg,Right,4
80-89,81,Jasper Cillessen,4/22/1989,27,Normal,Netherlands,FC Barcelona,Goalkeeper,2021.0,GK,185 cm,83 kg,Right,3
80-89,81,Wissam Ben Yedder,8/12/1990,26,Normal,France,Sevilla FC,Attacker,2021.0,ST,170 cm,68 kg,Right,5
80-89,81,Lucas Pérez,9/10/1988,28,Normal,Spain,Arsenal,Attacker,2020.0,ST,180 cm,73 kg,Left,3
80-89,81,Ross Barkley,12/5/1993,23,Youngster,England,Everton,Midfielder,2018.0,CAM/CM,189 cm,76 kg,Right,5
80-89,81,Cédric Bakambu,4/11/1991,25,Normal,DR Congo,Villarreal CF,Attacker,2020.0,ST/LM,182 cm,73 kg,Right,4
80-89,81,Bartra,1/15/1991,26,Normal,Spain,Bor. Dortmund,Defender,2020.0,CB,184 cm,73 kg,Right,3
80-89,81,André Schürrle,11/6/1990,26,Normal,Germany,Bor. Dortmund,Midfielder,2021.0,LM/RM,184 cm,74 kg,Right,4
80-89,81,Roberto Pereyra,1/7/1991,26,Normal,Argentina,Watford,Midfielder,2021.0,CM/CAM,182 cm,77 kg,Right,4
80-89,81,Mario Gaspar,11/24/1990,26,Normal,Spain,Villarreal CF,Defender,2022.0,RB,182 cm,74 kg,Right,3
80-89,81,Fabián Orellana,1/27/1986,31,Old,Chile,Valencia CF,Midfielder,2019.0,RW/CM/LW,171 cm,70 kg,Right,4
80-89,81,Lukáš Hrádecký,11/24/1989,27,Normal,Finland,Eint. Frankfurt,Goalkeeper,2018.0,GK,190 cm,80 kg,Right,3
80-89,81,Daley Blind,3/9/1990,27,Normal,Netherlands,Manchester Utd,Defender,2018.0,CB/CDM,180 cm,72 kg,Left,4
80-89,81,De Marcos,4/14/1989,27,Normal,Spain,Athletic Bilbao,Defender,2019.0,RB/RW,180 cm,76 kg,Right,3
80-89,81,Wilfried Bony,12/10/1988,28,Normal,Ivory Coast,Stoke City,Attacker,2019.0,ST,182 cm,90 kg,Right,4
80-89,81,Iturraspe,3/8/1989,28,Normal,Spain,Athletic Bilbao,Midfielder,2019.0,CM,187 cm,75 kg,Right,3
80-89,81,Parejo,4/16/1989,27,Normal,Spain,Valencia CF,Midfielder,2020.0,CM/CDM,180 cm,75 kg,Right,4
80-89,81,Salomón Rondón,9/16/1989,27,Normal,Venezuela,West Brom,Attacker,2019.0,ST,189 cm,85 kg,Right,4
80-89,81,Daniel Carriço,8/4/1988,28,Normal,Portugal,Sevilla FC,Defender,2018.0,CB/CDM,180 cm,80 kg,Right,3
80-89,81,Bas Dost,5/31/1989,27,Normal,Netherlands,Sporting CP,Attacker,2020.0,ST,196 cm,78 kg,Right,3
80-89,81,James McCarthy,11/12/1990,26,Normal,Republic of Ireland,Everton,Midfielder,2020.0,CDM/CM,180 cm,72 kg,Right,4
80-89,81,Camacho,5/4/1990,26,Normal,Spain,Málaga CF,Midfielder,2019.0,CDM/CM,182 cm,75 kg,Right,3
80-89,81,Paulinho,7/25/1988,28,Normal,Brazil,Free Agents,Midfielder,2019.0,CM/CDM,182 cm,77 kg,Right,3
80-89,81,Alan Dzagoev,6/17/1990,26,Normal,Russia,CSKA Moscow,Midfielder,2019.0,CM/LM,179 cm,75 kg,Right,3
80-89,81,Igor Smolnikov,8/8/1988,28,Normal,Russia,Zenit,Defender,2020.0,RB,178 cm,70 kg,Right,3
80-89,81,Lars Stindl,8/26/1988,28,Normal,Germany,Bor. M'gladbach,Attacker,2020.0,CAM/CF,181 cm,80 kg,Right,4
80-89,81,Mario Balotelli,8/12/1990,26,Normal,Italy,OGC Nice,Attacker,2018.0,ST,189 cm,88 kg,Right,4
80-89,81,Wojciech Szczęsny,4/18/1990,26,Normal,Poland,Roma,Goalkeeper,2018.0,GK,196 cm,84 kg,Right,3
80-89,81,Nikola Kalinić,1/5/1988,29,Normal,Croatia,Fiorentina,Attacker,2019.0,ST,187 cm,80 kg,Right,4
80-89,81,Mikel San José,5/30/1989,27,Normal,Spain,Athletic Bilbao,Midfielder,2020.0,CM,186 cm,77 kg,Right,3
80-89,81,Christian Benteke,12/3/1990,26,Normal,Belgium,Crystal Palace,Attacker,2020.0,ST,190 cm,83 kg,Right,4
80-89,81,Marco Parolo,1/25/1985,32,Old,Italy,Lazio,Midfielder,2020.0,CM/CDM,184 cm,75 kg,Right,4
80-89,81,Ljubomir Fejsa,8/14/1988,28,Normal,Serbia,SL Benfica,Midfielder,2019.0,CDM,185 cm,80 kg,Right,3
80-89,81,Martín Cáceres,4/7/1987,29,Normal,Uruguay,Southampton,Defender,2017.0,CB/RB,180 cm,78 kg,Right,3
80-89,81,Georginio Wijnaldum,11/11/1990,26,Normal,Netherlands,Liverpool,Midfielder,2021.0,CM/CAM,175 cm,74 kg,Right,3
80-89,81,Federico Fazio,3/17/1987,30,Normal,Argentina,Roma,Defender,2018.0,CB,195 cm,85 kg,Right,2
80-89,81,Simon Kjær,3/26/1989,28,Normal,Denmark,Fenerbahçe,Defender,2019.0,CB,189 cm,90 kg,Right,3
80-89,81,Loïc Rémy,1/2/1987,30,Normal,France,Crystal Palace,Attacker,2018.0,ST,185 cm,80 kg,Right,3
80-89,81,Miguel Layún,6/25/1988,28,Normal,Mexico,FC Porto,Midfielder,2020.0,LB/RB,179 cm,69 kg,Right,5
80-89,81,Adán,5/13/1987,29,Normal,Spain,Real Betis,Goalkeeper,2019.0,GK,191 cm,88 kg,Left,2
80-89,81,Benoît Trémoulinas,12/28/1985,31,Old,France,Sevilla FC,Defender,2017.0,LB,172 cm,65 kg,Left,3
80-89,81,Sven Bender,4/27/1989,27,Normal,Germany,Bor. Dortmund,Defender,2021.0,CB/CDM,186 cm,78 kg,Right,4
80-89,81,Mathieu Valbuena,9/28/1984,32,Old,France,Olym. Lyonnais,Attacker,2018.0,LW/CAM,167 cm,58 kg,Right,3
80-89,81,Bojan,8/28/1990,26,Normal,Spain,1. FSV Mainz 05,Midfielder,2020.0,CAM/ST,170 cm,65 kg,Right,4
80-89,81,Augusto Fernández,4/10/1986,30,Normal,Argentina,Atlético Madrid,Midfielder,2019.0,CM,177 cm,71 kg,Right,3
80-89,81,Antonio Candreva,2/28/1987,30,Normal,Italy,Inter,Midfielder,2020.0,RW/CAM,180 cm,70 kg,Right,4
80-89,81,Davide Astori,1/7/1987,30,Normal,Italy,Fiorentina,Defender,2019.0,CB,188 cm,80 kg,Left,3
80-89,81,Raúl García,7/11/1986,30,Normal,Spain,Athletic Bilbao,Midfielder,2019.0,CAM,184 cm,81 kg,Right,3
80-89,81,Giovani dos Santos,5/11/1989,27,Normal,Mexico,LA Galaxy,Attacker,2023.0,CF/ST,175 cm,74 kg,Left,4
80-89,81,Erik Lamela,3/4/1992,25,Normal,Argentina,Spurs,Midfielder,2018.0,RM/LM,181 cm,80 kg,Left,2
80-89,81,Ryan Shawcross,10/4/1987,29,Normal,England,Stoke City,Defender,2018.0,CB,191 cm,76 kg,Right,3
80-89,81,Danny Rose,7/2/1990,26,Normal,England,Spurs,Defender,2021.0,LB/LWB,174 cm,76 kg,Left,3
80-89,81,Renato Augusto,2/8/1988,29,Normal,Brazil,Free Agents,Midfielder,2023.0,CM/CAM,186 cm,85 kg,Right,4
80-89,81,Martin Škrtel,12/15/1984,32,Old,Slovakia,Fenerbahçe,Defender,2019.0,CB,191 cm,81 kg,Right,2
80-89,81,Theo Walcott,3/16/1989,28,Normal,England,Arsenal,Midfielder,2019.0,RM/LM,176 cm,68 kg,Right,3
80-89,81,Bacary Sagna,2/14/1983,34,Old,France,Manchester City,Defender,2017.0,RB,176 cm,72 kg,Right,4
80-89,81,Dante,10/18/1983,33,Old,Brazil,OGC Nice,Defender,2019.0,CB,188 cm,87 kg,Left,4
80-89,81,Salomon Kalou,8/5/1985,31,Old,Ivory Coast,Hertha BSC,Midfielder,2019.0,LM/CAM,184 cm,77 kg,Right,3
80-89,81,André-Pierre Gignac,12/5/1985,31,Old,France,Tigres,Attacker,2019.0,ST,187 cm,89 kg,Right,3
80-89,81,Lukas Podolski,6/4/1985,31,Old,Germany,Galatasaray,Attacker,2018.0,ST/CAM,182 cm,83 kg,Left,2
80-89,81,Negredo,8/20/1985,31,Old,Spain,Middlesbrough,Attacker,2019.0,ST,186 cm,82 kg,Left,3
80-89,81,Pablo Zabaleta,1/16/1985,32,Old,Argentina,Manchester City,Defender,2017.0,RB,178 cm,74 kg,Right,3
80-89,81,Darijo Srna,5/1/1982,34,Old,Croatia,Shakhtar Donetsk,Defender,2021.0,RB,178 cm,72 kg,Right,3
80-89,81,Cédric Carrasso,12/30/1981,35,Old,France,Giron. Bordeaux,Goalkeeper,2017.0,GK,187 cm,93 kg,Right,3
80-89,81,Rubén Castro,6/27/1981,35,Old,Spain,Real Betis,Attacker,2019.0,ST/LW,174 cm,72 kg,Right,3
80-89,81,Jérémy Mathieu,10/29/1983,33,Old,France,FC Barcelona,Defender,2018.0,CB/LB,189 cm,84 kg,Left,2
80-89,81,Carlos Idriss Kameni,2/18/1984,33,Old,Cameroon,Málaga CF,Goalkeeper,2020.0,GK,186 cm,86 kg,Right,3
80-89,81,Moyá,4/2/1984,32,Old,Spain,Atlético Madrid,Goalkeeper,2018.0,GK,189 cm,82 kg,Right,2
80-89,81,Rune Almenning Jarstein,9/29/1984,32,Old,Norway,Hertha BSC,Goalkeeper,2019.0,GK,190 cm,82 kg,Right,4
80-89,81,Jermain Defoe,10/7/1982,34,Old,England,Sunderland,Attacker,2019.0,ST,170 cm,70 kg,Right,4
80-89,81,Thiago Motta,8/28/1982,34,Old,Italy,PSG,Midfielder,2017.0,CDM,187 cm,83 kg,Left,4
80-89,81,Fernando Torres,3/20/1984,33,Old,Spain,Atlético Madrid,Attacker,2017.0,ST,186 cm,78 kg,Right,4
80-89,81,Júlio César,9/3/1979,37,Old,Brazil,SL Benfica,Goalkeeper,2018.0,GK,186 cm,79 kg,Left,3
80-89,81,Didier Drogba,3/11/1978,39,Old,Ivory Coast,Free agent,Attacker,,ST,189 cm,80 kg,Right,4
80-89,81,Danny,8/7/1983,33,Old,Portugal,Zenit,Attacker,2017.0,LW/CAM,178 cm,70 kg,Right,4
80-89,81,John Terry,12/7/1980,36,Old,England,Chelsea,Defender,2017.0,CB,187 cm,90 kg,Right,4
80-89,81,Samuel Eto'o,3/10/1981,36,Old,Cameroon,Antalyaspor,Attacker,2018.0,ST,179 cm,75 kg,Right,3
80-89,81,Tiago,5/2/1981,35,Old,Portugal,Atlético Madrid,Midfielder,2017.0,CM/CDM,183 cm,71 kg,Right,3
80-89,80,Gelson Martins,5/11/1995,21,Youngster,Portugal,Sporting CP,Midfielder,2022.0,RM,173 cm,67 kg,Right,3
80-89,80,Leroy Sané,1/11/1996,21,Youngster,Germany,Manchester City,Attacker,2021.0,LM/RM,184 cm,76 kg,Left,3
80-89,81,Julian Weigl,9/8/1995,21,Youngster,Germany,Bor. Dortmund,Midfielder,2021.0,CDM/CM,186 cm,71 kg,Right,3
80-89,80,Nabil Fekir,7/18/1993,23,Youngster,France,Olym. Lyonnais,Midfielder,2020.0,CAM/RW,173 cm,76 kg,Left,3
80-89,80,Jean Michaël Seri,7/19/1991,25,Normal,Ivory Coast,OGC Nice,Midfielder,2019.0,CM/CDM,168 cm,65 kg,Right,4
80-89,80,Williams,6/15/1994,22,Youngster,Spain,Athletic Bilbao,Attacker,2021.0,RW/LW,186 cm,77 kg,Right,3
80-89,80,Marco Sportiello,5/10/1992,24,Youngster,Italy,Fiorentina,Goalkeeper,2020.0,GK,192 cm,87 kg,Right,2
80-89,80,Keita Baldé Diao,3/8/1995,22,Youngster,Senegal,Lazio,Attacker,2018.0,LW/ST,184 cm,80 kg,Right,4
80-89,80,Nikola Maksimović,11/25/1991,25,Normal,Serbia,Napoli,Defender,2020.0,CB,193 cm,82 kg,Right,3
80-89,80,Thomas Lemar,11/12/1995,21,Youngster,France,AS Monaco,Midfielder,2020.0,LM/RM,170 cm,58 kg,Left,2
80-89,80,Kingsley Coman,6/13/1996,20,Youngster,France,FC Bayern,Attacker,2019.0,LW/RW,178 cm,71 kg,Right,3
80-89,80,Alisson,10/2/1992,24,Youngster,Brazil,Roma,Goalkeeper,2021.0,GK,191 cm,91 kg,Right,2
80-89,80,Joshua Kimmich,2/8/1995,22,Youngster,Germany,FC Bayern,Defender,2020.0,CM/RB/CDM,176 cm,70 kg,Right,4
